timestamp,region,user_id,age,gender,income_level,channel_type,channel_name,channel_id,ad_cost,sales,homepage_visits,branded_searches,conversion_rate,bounce_rate,top_searched_words,search_volume,share_of_voice,brand_awareness,recall_score,social_sentiment,engagement
2024-04-07 00:00:00,Central,user_46,48,Other,Low,Online,TikTok,tiktok_01,106.20541380260147,56.92459215185234,7221,979,0.1400325627996906,0.252078337060364,brand_z,2505,0.2421538475308329,0.20800287367054285,0.3268887936060699,-0.7978470152565147,440
2024-04-07 01:00:00,Central,user_85,58,Other,Low,Online,TikTok,tiktok_01,46.724633276519675,616.5948314223394,9940,195,0.05298002559876675,0.7716029293514957,promo_y,6363,0.32776382279813004,0.49921537326973986,0.9594007390083321,0.6038407845119653,30
2024-04-07 02:00:00,Central,user_53,31,F,Low,Online,TikTok,tiktok_01,311.91564580072617,233.3241447194841,4412,504,0.06577707550296451,0.8079545294797736,brand_z,2010,0.02384970351448907,0.4872363160350396,0.5350188727530091,0.830153530557612,386
2024-04-07 03:00:00,Central,user_64,22,M,Medium,Online,TikTok,tiktok_01,77.93961917828562,905.6095017847414,8100,21,0.10793825432322862,0.6475972481235996,product_x,4477,0.01730602943585587,0.8918729150479041,0.39852122650604704,0.51318786802826,116
2024-04-07 04:00:00,East,user_45,28,M,High,Online,TikTok,tiktok_01,84.18164414648885,480.34174180248823,9561,650,0.051069851199158266,0.513256275980438,promo_y,8741,0.07340747029329826,0.5288614529883757,0.26334786544375705,0.6448446200325546,194
2024-04-07 05:00:00,East,user_49,57,Other,Low,Online,TikTok,tiktok_01,12.042970745937165,231.6990489765987,4643,893,0.12467823101854016,0.6635211086265009,promo_y,4857,0.13331557317228068,0.3794928587027945,0.3200069892309959,-0.5670188654677653,89
2024-04-07 06:00:00,Central,user_19,22,Other,Medium,Online,TikTok,tiktok_01,392.13455723868685,854.6138633930057,8114,443,0.019804847308449378,0.6946785869935865,product_x,4839,0.22047907052513102,0.823860608722027,0.8495641374322983,-0.472854098162798,177
2024-04-07 07:00:00,Central,user_71,46,M,Low,Online,TikTok,tiktok_01,407.0865474346231,261.49504446303325,418,930,0.12076557343445081,0.8251209706601776,product_x,5268,0.2488458321422963,0.543747564757505,0.6529690083854492,-0.5829449194016245,144
2024-04-07 08:00:00,East,user_81,28,Other,Low,Online,TikTok,tiktok_01,85.20109610039765,313.5330857596268,3575,217,0.09425918516649257,0.8691031762623167,brand_z,3553,0.07763352837956942,0.6194229446474044,0.9219210575394845,0.530126862731128,443
2024-04-07 09:00:00,West,user_65,22,M,Low,Online,TikTok,tiktok_01,371.0645949622761,835.9351200649012,5253,142,0.09021911017590299,0.5600246526736379,product_x,5389,0.3399618737667571,0.2669680972997489,0.3087716069420072,0.8958341578689941,201
2024-04-07 10:00:00,East,user_37,49,F,Low,Online,TikTok,tiktok_01,219.604835962893,315.70410950259,4234,348,0.07417278547941249,0.7589461734685938,promo_y,1551,0.3021076502313021,0.4680414851308418,0.20902471646401133,0.4336744134678052,321
2024-04-07 11:00:00,West,user_70,53,F,Medium,Online,TikTok,tiktok_01,123.59946706786872,416.06213153833096,1702,205,0.04878638347967913,0.8751566891941585,promo_y,6566,0.1542874084321685,0.8609565721316508,0.105478777878031,0.762933529759112,343
2024-04-07 12:00:00,Central,user_26,32,F,High,Online,TikTok,tiktok_01,312.5853809965453,354.1890140512779,2356,271,0.07496983996037311,0.3058703367028762,promo_y,6758,0.016693342883293084,0.6126537689227978,0.5570758338543944,0.2773981897663451,202
2024-04-07 13:00:00,Central,user_2,36,F,Medium,Online,TikTok,tiktok_01,93.34961680180697,125.2363146520721,9121,291,0.07300399168261622,0.2127875871267737,brand_z,4051,0.04804747852311247,0.44115129859972313,0.9984762373437893,-0.22468019888240187,23
2024-04-07 14:00:00,East,user_59,39,F,Medium,Online,TikTok,tiktok_01,379.65738578825255,48.506854124357886,9147,378,0.09172558642962977,0.8082746409938057,brand_z,6322,0.20193044000031132,0.6379670264421151,0.725468741936775,-0.14847677013938965,354
2024-04-07 15:00:00,Central,user_96,51,F,Medium,Online,TikTok,tiktok_01,28.56953764742309,727.2952673203715,7419,112,0.049420400019774234,0.33669133327301254,product_x,3555,0.08544743207118512,0.8372877627046813,0.3775551327686315,-0.8493571356651903,470
2024-04-07 16:00:00,West,user_5,34,M,Low,Online,TikTok,tiktok_01,479.7698117993176,648.6857526963635,7632,641,0.020863381476660864,0.22973513664226067,brand_z,2089,0.1946416070125057,0.39179342033081305,0.8891727247235546,-0.9370856095079478,415
2024-04-07 17:00:00,West,user_37,29,Other,High,Online,TikTok,tiktok_01,40.57825058576911,289.54240687653663,7466,192,0.03031252252947935,0.3120672963602112,brand_z,1458,0.317809476210074,0.5535817029294721,0.8035500393891637,0.3909512083781548,470
2024-04-07 18:00:00,East,user_31,42,M,Low,Online,TikTok,tiktok_01,291.8269675281014,302.6431337350297,2748,432,0.10788484040462018,0.4688804378706385,promo_y,5721,0.27814633966084895,0.8710834577382287,0.11387364946888534,-0.12314221597763875,481
2024-04-07 19:00:00,West,user_76,34,F,Medium,Online,TikTok,tiktok_01,451.58617361057736,945.5557251785945,7003,18,0.013148926148975669,0.35348599111480605,promo_y,7304,0.12327618273732317,0.32067730030891684,0.8351744324869202,0.104430136109259,104
2024-04-07 20:00:00,East,user_99,27,Other,Low,Online,TikTok,tiktok_01,10.892712079685921,987.7944159611573,1958,566,0.12990202625036018,0.4136775403703101,product_x,2920,0.1784730207167887,0.703764747917698,0.37047408151464645,0.11532249524483262,274
2024-04-07 21:00:00,East,user_94,45,Other,High,Online,TikTok,tiktok_01,251.76465818958323,478.70055420135657,1202,253,0.10721562584718786,0.8827058360010325,promo_y,8694,0.3108752872398388,0.6301367057420877,0.234706118125241,-0.4452483733333972,321
2024-04-07 22:00:00,West,user_48,35,F,High,Online,TikTok,tiktok_01,178.25344733378654,804.4272280266788,2581,791,0.11753211578308026,0.6930838809138025,brand_z,6668,0.43181896374128986,0.6757725917984443,0.3036977557633671,-0.04821497834101862,59
2024-04-07 23:00:00,West,user_6,35,F,Low,Online,TikTok,tiktok_01,292.264434177665,739.3190171106718,1920,633,0.12703782287308646,0.6985342097772428,product_x,7298,0.3790745849820499,0.4458537414672987,0.5217218239376251,-0.05847955666459548,370
2024-04-08 00:00:00,West,user_15,62,F,Medium,Online,TikTok,tiktok_01,116.60140643514106,304.3445324169265,3258,576,0.02717946215022536,0.266279762309546,product_x,7629,0.2811660131483733,0.4197155614386354,0.4823811343612099,-0.223145557544286,449
