timestamp,region,user_id,age,gender,income_level,channel_type,channel_name,channel_id,ad_cost,sales,homepage_visits,branded_searches,conversion_rate,bounce_rate,top_searched_words,search_volume,share_of_voice,brand_awareness,recall_score,social_sentiment,engagement
2024-04-07 00:00:00,West,user_71,56,M,Medium,Online,Meta Ads,meta_ads_01,53.19661242665445,539.2136269647456,7224,362,0.11596987230780179,0.29198866799868795,product_x,9740,0.3158155758223707,0.7971897203371656,0.40686990711623616,-0.9974638461690195,134
2024-04-07 01:00:00,West,user_15,40,F,Medium,Online,Meta Ads,meta_ads_01,354.6541384209481,203.50342036471588,9145,741,0.10647695266940613,0.3837395055304137,brand_z,1838,0.24229736941285024,0.8535063192046826,0.8249196547365281,0.7880143958336121,21
2024-04-07 02:00:00,West,user_71,44,F,High,Online,Meta Ads,meta_ads_01,176.06189500605245,174.56706843114213,3832,530,0.13090974733840186,0.6068508342425682,product_x,4815,0.4390857125171919,0.8528215452525505,0.4047501062013693,0.04342360273383661,476
2024-04-07 03:00:00,West,user_98,62,Other,High,Online,Meta Ads,meta_ads_01,8.456219630772317,917.3242596043591,2383,533,0.14955328529535525,0.7027175632923597,product_x,1847,0.14300112349526609,0.2876610179401227,0.14988969004711045,-0.4746605293390309,330
2024-04-07 04:00:00,East,user_41,61,M,Medium,Online,Meta Ads,meta_ads_01,204.7230796683648,334.5598168615337,9621,846,0.06976016603131253,0.28709532079632544,brand_z,5709,0.011814179347884257,0.4674377177577399,0.5987688859043121,0.5345583550312603,439
2024-04-07 05:00:00,East,user_22,35,Other,High,Online,Meta Ads,meta_ads_01,121.2034387538608,378.361432413267,8769,959,0.025561123169663656,0.6197180820308378,promo_y,5507,0.0896549909063934,0.21976013175549447,0.6291120924053331,0.85333110777374,224
2024-04-07 06:00:00,West,user_24,41,Other,High,Online,Meta Ads,meta_ads_01,410.3402889076334,762.2254218441045,7098,765,0.014258223313115517,0.5852458951871258,promo_y,7575,0.18126617257300504,0.798615741480031,0.9410862210596741,-0.032618353706412195,57
2024-04-07 07:00:00,Central,user_44,64,M,Medium,Online,Meta Ads,meta_ads_01,171.97865137865392,345.4352475985793,5513,703,0.11176276685956801,0.5597688126834957,product_x,5773,0.16470335358753943,0.45112903341489163,0.753455193456227,-0.36889305111377824,92
2024-04-07 08:00:00,Central,user_1,57,Other,High,Online,Meta Ads,meta_ads_01,414.62422850713943,952.5418221726127,1369,293,0.13236191398322017,0.6830861823774055,brand_z,5468,0.3977678303702141,0.6417819195245643,0.9259953872449955,0.5778902478698535,191
2024-04-07 09:00:00,West,user_10,59,F,High,Online,Meta Ads,meta_ads_01,5.295979723223677,740.5484913088123,7968,321,0.04089976203221861,0.7862147165584232,promo_y,6192,0.3434747264080305,0.7004289066541021,0.9175124892187086,0.3635709955769093,102
2024-04-07 10:00:00,East,user_80,24,Other,High,Online,Meta Ads,meta_ads_01,157.37047926292897,601.4549501476858,2703,108,0.03218272520658683,0.42609277822380787,brand_z,4320,0.15678259661129967,0.5008912688202087,0.6441166992324179,0.7775049675005448,395
2024-04-07 11:00:00,Central,user_72,37,M,Medium,Online,Meta Ads,meta_ads_01,124.37678108234216,882.0862089393049,6061,206,0.018708712813596737,0.8223085330776716,promo_y,5698,0.23429447041144455,0.41450963558517007,0.5749858588028028,0.3850280255223859,6
2024-04-07 12:00:00,Central,user_56,44,M,High,Online,Meta Ads,meta_ads_01,120.61584372896243,59.109849265987926,9761,491,0.1251784090404089,0.3124435288329855,brand_z,5311,0.05682396093958426,0.8735490370811612,0.60169687044724,-0.5129433222009274,127
2024-04-07 13:00:00,Central,user_89,23,F,Low,Online,Meta Ads,meta_ads_01,38.75237678390403,264.49206526731666,8669,887,0.053593471584961805,0.32111670882581506,product_x,4673,0.45009175796184936,0.875141757516698,0.980497726909523,0.8633184995180381,54
