timestamp,region,user_id,age,gender,income_level,channel_type,channel_name,channel_id,ad_cost,sales,impressions,reach,grps,brand_awareness,recall_score
2024-04-07 00:00:00,West,user_54,45,M,Medium,Offline,Billboard,billboard_01,593.3040192773515,305.5586996722516,87128,615,94.94502878889011,0.2558579325916202,0.6700888281537641
2024-04-07 01:00:00,Central,user_55,26,Other,Low,Offline,Billboard,billboard_01,966.4512786244997,1447.491715360709,14341,36881,36.93041639095736,0.796085781934557,0.7107643044894267
2024-04-07 02:00:00,Central,user_21,24,M,Low,Offline,Billboard,billboard_01,881.778821632126,1962.1546414193353,40435,29494,65.77603264357955,0.2388830634413522,0.8257557640014848
2024-04-07 03:00:00,Central,user_59,33,F,High,Offline,Billboard,billboard_01,882.1372291730586,1618.8894932138287,13976,27686,55.70656545640968,0.30411905691004826,0.6962486125251741
2024-04-07 04:00:00,West,user_34,43,M,Low,Offline,Billboard,billboard_01,217.26368423577472,1727.0326681736135,83910,30767,82.48076314899802,0.6037527959480654,0.3949542610138639
2024-04-07 05:00:00,Central,user_97,52,M,Low,Offline,Billboard,billboard_01,301.6618338229291,751.2916491990549,78869,39640,64.60733293260951,0.7175880188196841,0.4383649919452185
2024-04-07 06:00:00,West,user_58,34,M,Low,Offline,Billboard,billboard_01,122.57365095554042,683.5288826383764,6290,49398,5.0239831766034,0.25337609504237746,0.9073517215350629
2024-04-07 07:00:00,Central,user_48,40,F,Low,Offline,Billboard,billboard_01,789.5449229194257,1058.2442916457599,46812,25435,77.50156663292519,0.8445353698856239,0.11540987721744572
2024-04-07 08:00:00,East,user_54,25,Other,Low,Offline,Billboard,billboard_01,116.32548641128385,139.16689878643174,51528,32248,75.95057152313122,0.881525354160489,0.7289385231198539
2024-04-07 09:00:00,Central,user_18,19,Other,High,Offline,Billboard,billboard_01,578.8608872798106,1893.4483621902386,59570,25103,53.4236570288157,0.6241651211053978,0.9592997971826939
2024-04-07 10:00:00,Central,user_3,48,F,Medium,Offline,Billboard,billboard_01,285.48179370775324,330.3810873815748,57399,4337,90.77730245714011,0.5368704187637856,0.7356053529621763
2024-04-07 11:00:00,West,user_24,49,M,High,Offline,Billboard,billboard_01,281.2733523273075,1810.87542637778,49437,36801,91.30238954058815,0.7189764805958248,0.9945207894086039
2024-04-07 12:00:00,East,user_1,46,M,High,Offline,Billboard,billboard_01,991.1888024852249,212.9853329006936,90122,10110,54.77160928691774,0.42985014662904375,0.7187904149754977
2024-04-07 13:00:00,East,user_6,20,M,Medium,Offline,Billboard,billboard_01,768.9408166296106,1654.1186089731923,58907,29115,62.75888196367108,0.5452851038735744,0.13092672629517496
2024-04-07 14:00:00,West,user_19,25,Other,Low,Offline,Billboard,billboard_01,845.0923903764976,346.3269254625195,82876,11608,99.66959683284388,0.841305718770081,0.8443088934822313
2024-04-07 15:00:00,West,user_86,19,Other,Medium,Offline,Billboard,billboard_01,593.383551076812,124.35664747837177,49723,39099,33.387922307084665,0.8689587976690736,0.35616692074538714
2024-04-07 16:00:00,East,user_43,48,F,Low,Offline,Billboard,billboard_01,877.4635730240617,1453.0044280058469,36655,22847,35.83863801959035,0.8489483812358294,0.5014515030979969
2024-04-07 17:00:00,West,user_8,54,F,Medium,Offline,Billboard,billboard_01,663.2160122080353,596.5173353401352,56833,34562,22.363520753032155,0.3837136468746881,0.38088272431637393
2024-04-07 18:00:00,East,user_69,37,Other,High,Offline,Billboard,billboard_01,948.8650195565281,1443.2674979294816,81096,48931,90.10735921999746,0.3627283281517344,0.3416986955887115
2024-04-07 19:00:00,Central,user_52,46,M,Low,Offline,Billboard,billboard_01,317.2716567433549,1132.4162384219985,24997,8050,75.72639704518029,0.40836515415052,0.48826513330280685
2024-04-07 20:00:00,Central,user_73,34,M,High,Offline,Billboard,billboard_01,615.5535684937503,262.1744109486279,67876,28705,15.03607064267298,0.5089177786719221,0.44087630359660646
2024-04-07 21:00:00,East,user_47,27,M,Low,Offline,Billboard,billboard_01,705.6247805400475,1867.6536429372693,27013,18959,98.26789836380674,0.41991718895437447,0.6700047236583304
2024-04-07 22:00:00,East,user_85,58,M,Medium,Offline,Billboard,billboard_01,423.29043977641635,932.0126407887813,33862,47098,74.44136227530602,0.46194895701734057,0.8318360808887595
2024-04-07 23:00:00,Central,user_28,39,F,Medium,Offline,Billboard,billboard_01,885.7225832838506,1482.1721917074417,53448,46299,85.79960041247259,0.6344458664845316,0.36737978786851666
2024-04-08 00:00:00,Central,user_46,23,F,Medium,Offline,Billboard,billboard_01,980.8130049489466,1026.990115430469,88818,24250,9.574324971454088,0.7337679739657832,0.29234903753981567
2024-04-08 01:00:00,East,user_4,60,Other,Medium,Offline,Billboard,billboard_01,519.0810168040284,1228.5048761743492,46608,45137,52.971287299505924,0.7148907387875418,0.700205743783308
2024-04-08 02:00:00,West,user_88,51,F,Medium,Offline,Billboard,billboard_01,421.10862206412213,640.4085050955503,85612,28229,71.36683723906873,0.7700964969554063,0.7032880592477034
2024-04-08 03:00:00,West,user_8,48,M,High,Offline,Billboard,billboard_01,498.34103212863573,440.70259280672803,41894,39085,56.57992553432492,0.22252908225078152,0.9110181153575546
2024-04-08 04:00:00,East,user_61,29,Other,High,Offline,Billboard,billboard_01,860.099908445335,1108.0118966457323,86201,18662,68.33150924143136,0.23341365277512927,0.11435111780797977
2024-04-08 05:00:00,West,user_17,29,F,Low,Offline,Billboard,billboard_01,663.1950042422593,908.4269972934538,51649,46135,82.6980360410949,0.7525680724820405,0.867736595904859
2024-04-08 06:00:00,Central,user_34,33,F,High,Offline,Billboard,billboard_01,92.53375389219032,810.7207661961696,63104,45354,40.56202098121864,0.5731551756272424,0.5689019556535213
2024-04-08 07:00:00,Central,user_20,42,F,Low,Offline,Billboard,billboard_01,565.0614149234291,1361.506030434515,77459,11190,85.62352418377742,0.6046984716334842,0.6591718802548889
2024-04-08 08:00:00,West,user_80,39,F,Low,Offline,Billboard,billboard_01,66.43511660392133,1396.487932421715,40821,29604,20.47702995270262,0.23681080215006398,0.18223429650527329
2024-04-08 09:00:00,East,user_74,44,F,High,Offline,Billboard,billboard_01,789.6086024532351,139.5441093779629,48940,17257,30.734175227505602,0.3787196608198896,0.4893534395848411
2024-04-08 10:00:00,Central,user_34,41,M,High,Offline,Billboard,billboard_01,361.89665986534055,710.5517637751607,11935,15270,9.117833893095948,0.6468480134198344,0.30457216651467145
2024-04-08 11:00:00,Central,user_43,29,M,Low,Offline,Billboard,billboard_01,498.40710801146287,852.9408729414358,90577,47597,39.62054707684886,0.8014273230774733,0.32880252707425817
2024-04-08 12:00:00,Central,user_10,35,M,High,Offline,Billboard,billboard_01,808.7442006122504,238.9397142701278,13467,10957,41.09140675829143,0.8418883780269817,0.5536856032084246
2024-04-08 13:00:00,West,user_94,62,F,High,Offline,Billboard,billboard_01,94.12637642147348,510.0066900616623,12073,43302,81.50070673468883,0.5502936470845572,0.8312103553628011
2024-04-08 14:00:00,East,user_30,64,Other,High,Offline,Billboard,billboard_01,200.6144588120299,150.70150458437544,8691,18457,67.04741367751731,0.5818319629167383,0.7694028371303705
2024-04-08 15:00:00,West,user_25,33,M,Medium,Offline,Billboard,billboard_01,428.0623576228591,1992.6720923031903,47538,30119,46.48864302478833,0.7831347417482937,0.6318999631773584
2024-04-08 16:00:00,East,user_57,21,M,Medium,Offline,Billboard,billboard_01,268.4289053682826,1486.2865457911969,25490,21328,66.95082796925608,0.5763372205231483,0.5854763734781203
2024-04-08 17:00:00,East,user_63,29,F,Low,Offline,Billboard,billboard_01,371.00635448630993,220.52780518036965,16688,17671,10.01441829899066,0.5618009678761222,0.48457543891104093
2024-04-08 18:00:00,West,user_71,50,Other,High,Offline,Billboard,billboard_01,998.2660009978417,89.48629059067963,99505,34813,22.125795921745727,0.8335588264326677,0.9754389762052477
