timestamp,region,user_id,age,gender,income_level,channel_type,channel_name,channel_id,ad_cost,sales,impressions,reach,grps,brand_awareness,recall_score
2024-04-07 00:00:00,Central,user_13,24,M,Medium,Offline,Radio,radio_01,698.6149484729613,995.4993754644593,7023,17079,51.85357437985327,0.7952539513604953,0.5507829580439491
2024-04-07 01:00:00,West,user_71,22,M,Medium,Offline,Radio,radio_01,342.07711521328434,1786.4798503284294,21543,15631,33.3659318473878,0.24737147566058837,0.2747458696730587
2024-04-07 02:00:00,West,user_9,64,F,Low,Offline,Radio,radio_01,581.4254824065465,628.9390673288862,61029,37962,20.101683932149907,0.8953729151173477,0.5293600746105452
2024-04-07 03:00:00,West,user_63,59,F,Medium,Offline,Radio,radio_01,936.0956568993436,1866.416992108644,94913,47315,9.498247846049747,0.6891088465927153,0.8797736165723418
2024-04-07 04:00:00,East,user_99,41,Other,Medium,Offline,Radio,radio_01,340.56520259510023,929.0516857968931,43337,37919,23.617978636708433,0.3135965770198166,0.11962611381195604
2024-04-07 05:00:00,Central,user_23,58,Other,Medium,Offline,Radio,radio_01,96.19609805351382,1356.0846561959665,41409,23875,60.28464594304939,0.20869126241859645,0.7115987071965599
2024-04-07 06:00:00,East,user_54,24,Other,High,Offline,Radio,radio_01,691.8463793137654,574.322068944702,71540,26593,79.68096754129758,0.31989784540450594,0.5931710171145352
2024-04-07 07:00:00,Central,user_47,28,M,High,Offline,Radio,radio_01,797.4990777884591,850.0813083210493,10963,45994,21.07852175707498,0.7867231444800169,0.25260219493312197
2024-04-07 08:00:00,East,user_39,26,Other,Medium,Offline,Radio,radio_01,959.9751318836973,1434.1118175348238,14796,33025,15.312758988401605,0.21514752746161464,0.8357287953744286
2024-04-07 09:00:00,East,user_87,47,M,Low,Offline,Radio,radio_01,199.91083317438253,1049.8569266094682,41972,29530,76.18258425217877,0.3632031125326606,0.43199616013660513
2024-04-07 10:00:00,West,user_26,58,M,Medium,Offline,Radio,radio_01,422.53292886034234,1864.880622792251,73613,44567,33.99004140104252,0.7301139167344128,0.36442182593395667
2024-04-07 11:00:00,West,user_1,20,M,Low,Offline,Radio,radio_01,851.9334370242011,1487.3936835000811,96384,5707,95.39244672659848,0.6102773751286945,0.8453126726712109
2024-04-07 12:00:00,East,user_14,39,M,High,Offline,Radio,radio_01,816.5278236054355,1150.5857047456698,79062,11397,72.86020720798544,0.7479149972521342,0.6746725415724981
2024-04-07 13:00:00,Central,user_96,57,M,Medium,Offline,Radio,radio_01,643.5559219671693,1779.006025471806,4261,27139,36.04182448808793,0.7223053526787515,0.908433175307342
2024-04-07 14:00:00,Central,user_74,37,F,Medium,Offline,Radio,radio_01,305.90011794255923,1347.8349581380514,18046,3292,32.50656104040197,0.23542097098526332,0.6668953333040795
2024-04-07 15:00:00,West,user_65,49,M,Low,Offline,Radio,radio_01,319.8335261182387,1312.274923169843,14397,920,54.75134669577436,0.8247579933659062,0.7667358921389038
2024-04-07 16:00:00,West,user_69,24,M,Low,Offline,Radio,radio_01,167.8028448929354,530.4240996378732,61436,29724,12.518743486429896,0.3589222839975881,0.8528013066336516
2024-04-07 17:00:00,Central,user_67,24,F,Medium,Offline,Radio,radio_01,925.7609900966141,819.9710827800113,91805,19698,16.179268701303403,0.5873747081608346,0.14926567231894322
2024-04-07 18:00:00,Central,user_49,37,F,Medium,Offline,Radio,radio_01,214.28493890747308,1382.442122577842,26757,36108,21.706498725038287,0.6510017095694451,0.7984440629824423
2024-04-07 19:00:00,Central,user_50,42,F,Low,Offline,Radio,radio_01,594.2422711209111,1788.9938373921577,16299,46705,78.59874136393321,0.31803974761956677,0.6523358336646191
2024-04-07 20:00:00,West,user_58,62,Other,High,Offline,Radio,radio_01,605.1338461330073,665.3175736075847,2902,17915,53.81644913056663,0.8833618796906821,0.1625570168636739
2024-04-07 21:00:00,Central,user_53,52,Other,Low,Offline,Radio,radio_01,401.1251691355054,470.1969627888202,43399,40907,6.003876663572079,0.5417091692611162,0.5577201296818436
