timestamp,region,user_id,age,gender,income_level,channel_type,channel_name,channel_id,ad_cost,sales,homepage_visits,branded_searches,conversion_rate,bounce_rate,top_searched_words,search_volume,share_of_voice,brand_awareness,recall_score,social_sentiment,engagement
2024-04-07 00:00:00,West,user_75,40,F,Medium,Online,Instagram,instagram_01,241.13887146378053,996.8396355520655,3152,179,0.049604027370091126,0.4689125305674237,promo_y,1832,0.21356511796723382,0.27158499669798125,0.39727691880119065,0.13259228744817486,486
2024-04-07 01:00:00,West,user_34,44,M,High,Online,Instagram,instagram_01,418.2752170403738,162.14729444917435,5792,280,0.13528168809877278,0.7851548430115556,brand_z,9988,0.20990167508080596,0.7208886800000591,0.11775317181685795,-0.20319906678115118,302
2024-04-07 02:00:00,Central,user_68,62,M,Medium,Online,Instagram,instagram_01,379.1637578860691,864.3344060107206,4318,426,0.013388846219154175,0.3040432509045195,product_x,9751,0.1690315137681538,0.7640550061707643,0.22166474875428704,-0.43080841092816313,28
2024-04-07 03:00:00,Central,user_75,54,M,High,Online,Instagram,instagram_01,244.28410707888708,273.36116296151374,4903,857,0.05880434572199839,0.5193111187838757,product_x,9953,0.39302667790553475,0.38997173176573535,0.7256768137328901,-0.6600203739647255,469
2024-04-07 04:00:00,Central,user_29,23,M,Low,Online,Instagram,instagram_01,60.25978505105049,594.9077161465526,2477,148,0.11105205901697983,0.5446503161706427,product_x,6794,0.38190792362045656,0.5301259995187646,0.20822588791366117,-0.3293235233035794,300
2024-04-07 05:00:00,East,user_66,18,Other,High,Online,Instagram,instagram_01,62.12446486063203,510.71510553051877,5186,256,0.021212531353962574,0.22564078831917359,product_x,4574,0.24453598656975717,0.697691559024578,0.30766084894550694,0.21591870166468397,76
2024-04-07 06:00:00,Central,user_16,23,M,High,Online,Instagram,instagram_01,401.76203305594237,27.80825025666378,3282,157,0.035643733839960966,0.33702222068371573,product_x,4785,0.03188399602566039,0.5073290421748036,0.41566356856387787,0.15157042177882318,8
2024-04-07 07:00:00,East,user_39,39,M,Low,Online,Instagram,instagram_01,267.0483575670291,933.4435671070338,3260,239,0.09250000190079916,0.7787197000030994,brand_z,6220,0.16168405774140598,0.2789578432066039,0.7819614500520643,-0.6727519995795324,23
2024-04-07 08:00:00,Central,user_77,58,M,High,Online,Instagram,instagram_01,243.38662440858448,87.54378459772626,6676,801,0.0883991140048981,0.7815371720163324,brand_z,8750,0.1532284928118704,0.694117711277205,0.6241608683811458,-0.7501603785187332,14
2024-04-07 09:00:00,East,user_37,41,F,Low,Online,Instagram,instagram_01,341.880586473554,691.3367302136585,9003,646,0.11344996145833369,0.4046905587189736,brand_z,7818,0.4074327506381266,0.8381470828147124,0.7200999864897114,-0.9466464747822549,163
2024-04-07 10:00:00,Central,user_81,42,F,Medium,Online,Instagram,instagram_01,430.1265837900589,787.1567678461795,2686,713,0.12376576947234404,0.8124280642185484,brand_z,1684,0.05291203097392561,0.6567393098843103,0.610311092878155,-0.9751488124121355,12
